mineral,date,data_transformation,obs_value
Copper,2008-06,INDEX,170.3404831311313
Copper,2008-07,INDEX,172.7033459644721
Copper,2008-08,INDEX,156.8192450707224
Copper,2008-09,INDEX,143.2880157637149
Copper,2008-10,INDEX,100.5545284198001
Copper,2008-11,INDEX,76.60776657459913
Copper,2008-12,INDEX,63.78719525148555
Copper,2009-01,INDEX,66.97670174798851
Copper,2009-02,INDEX,68.37474593701118
Copper,2009-03,INDEX,77.46414246588337
Copper,2009-04,INDEX,91.14664111391642
Copper,2009-05,INDEX,94.32122579958396
Copper,2009-06,INDEX,103.0307620622696
Copper,2009-07,INDEX,107.4059821315962
Copper,2009-08,INDEX,126.8899990039323
Copper,2009-09,INDEX,127.2777434104808
Copper,2009-10,INDEX,129.5423481593832
Copper,2009-11,INDEX,137.2757041979394
Copper,2009-12,INDEX,143.32627774724
Copper,2010-01,INDEX,151.3461428977591
Copper,2010-02,INDEX,141.0809307148568
Copper,2010-03,INDEX,153.3913746235184
Copper,2010-04,INDEX,158.7921194253662
Copper,2010-05,INDEX,140.5772819503243
Copper,2010-06,INDEX,133.558689227816
Copper,2010-07,INDEX,138.6752346238003
Copper,2010-08,INDEX,150.0168557821525
Copper,2010-09,INDEX,158.7870537699646
Copper,2010-10,INDEX,170.2945065001436
Copper,2010-11,INDEX,173.7592169263768
Copper,2010-12,INDEX,188.0248562161737
Copper,2011-01,INDEX,195.8381444507599
Copper,2011-02,INDEX,202.9816289843841
Copper,2011-03,INDEX,195.2251219953967
Copper,2011-04,INDEX,194.8017627124621
Copper,2011-05,INDEX,183.4811667474973
Copper,2011-06,INDEX,186.2580796689532
Copper,2011-07,INDEX,198.2470753579715
Copper,2011-08,INDEX,184.8434312019551
Copper,2011-09,INDEX,170.5076264153509
Copper,2011-10,INDEX,151.8970065216951
Copper,2011-11,INDEX,155.7350547505696
Copper,2011-12,INDEX,155.2800795257876
Copper,2012-01,INDEX,165.6139387316594
Copper,2012-02,INDEX,173.4113797019478
Copper,2012-03,INDEX,174.0132000174814
Copper,2012-04,INDEX,170.2074958547132
Copper,2012-05,INDEX,162.224229352156
Copper,2012-06,INDEX,152.5974937029988
Copper,2012-07,INDEX,155.8015852477799
Copper,2012-08,INDEX,154.284923351726
Copper,2012-09,INDEX,166.1444723697762
Copper,2012-10,INDEX,165.6163204997772
Copper,2012-11,INDEX,158.4098141787651
Copper,2012-12,INDEX,163.6535477016415
Copper,2013-01,INDEX,165.4459394995225
Copper,2013-02,INDEX,165.5935671712271
Copper,2013-03,INDEX,157.2008266522662
Copper,2013-04,INDEX,148.3425238332445
Copper,2013-05,INDEX,148.9085255074898
Copper,2013-06,INDEX,143.8041290138282
Copper,2013-07,INDEX,141.8814057641143
Copper,2013-08,INDEX,147.6253373011448
Copper,2013-09,INDEX,147.0710743411943
Copper,2013-10,INDEX,147.9698749454318
Copper,2013-11,INDEX,145.2506932219358
Copper,2013-12,INDEX,148.2138870890979
Copper,2014-01,INDEX,149.786761419286
Copper,2014-02,INDEX,146.8644851974341
Copper,2014-03,INDEX,136.6100212748078
Copper,2014-04,INDEX,137.0933261524121
Copper,2014-05,INDEX,141.5626582027276
Copper,2014-06,INDEX,140.1250325364423
Copper,2014-07,INDEX,146.1283960391229
Copper,2014-08,INDEX,143.8369974138535
Copper,2014-09,INDEX,141.1742134751559
Copper,2014-10,INDEX,138.4063316500261
Copper,2014-11,INDEX,137.9003994436584
Copper,2014-12,INDEX,132.427859750755
Copper,2015-01,INDEX,119.7752376368481
Copper,2015-02,INDEX,117.6950640968539
Copper,2015-03,INDEX,122.0171653240448
Copper,2015-04,INDEX,124.1210930861758
Copper,2015-05,INDEX,129.3120162607311
Copper,2015-06,INDEX,119.8260942825853
Copper,2015-07,INDEX,112.0966511487941
Copper,2015-08,INDEX,105.3288421560841
Copper,2015-09,INDEX,107.1766625200066
Copper,2015-10,INDEX,107.1528516052156
Copper,2015-11,INDEX,98.6032436235257
Copper,2015-12,INDEX,95.29439353169276
Copper,2016-01,INDEX,91.86281273634276
Copper,2016-02,INDEX,94.46828151319968
Copper,2016-03,INDEX,101.7646261170308
Copper,2016-04,INDEX,100.0994405830108
Copper,2016-05,INDEX,96.43871030236537
Copper,2016-06,INDEX,95.35874525238626
Copper,2016-07,INDEX,99.93852237455364
Copper,2016-08,INDEX,97.61237830525752
Copper,2016-09,INDEX,97.00706750081424
Copper,2016-10,INDEX,97.19313056886875
Copper,2016-11,INDEX,111.9771296941567
Copper,2016-12,INDEX,116.2791550520139
Copper,2017-01,INDEX,118.2144777487419
Copper,2017-02,INDEX,122.0426803533258
Copper,2017-03,INDEX,119.6539269562423
Copper,2017-04,INDEX,116.7629938780808
Copper,2017-05,INDEX,115.0303514962907
Copper,2017-06,INDEX,117.4996278432944
Copper,2017-07,INDEX,122.9508044101261
Copper,2017-08,INDEX,133.232573071315
Copper,2017-09,INDEX,135.1130906456793
Copper,2017-10,INDEX,139.846871695725
Copper,2017-11,INDEX,140.23601674432
Copper,2017-12,INDEX,140.3869912133357
Copper,2018-01,INDEX,145.152036887309
Copper,2018-02,INDEX,143.9332915545526
Copper,2018-03,INDEX,139.6738257057378
Copper,2018-04,INDEX,140.7489085177262
Copper,2018-05,INDEX,140.2098936585315
Copper,2018-06,INDEX,143.097861931588
Copper,2018-07,INDEX,128.4075946613506
Copper,2018-08,INDEX,124.3051141070561
Copper,2018-09,INDEX,124.299301442563
Copper,2018-10,INDEX,127.7674200494447
Copper,2018-11,INDEX,127.2812450155972
Copper,2018-12,INDEX,124.8036935302868
Copper,2019-01,INDEX,122.0054933069903
Copper,2019-02,INDEX,129.4293396902622
Copper,2019-03,INDEX,132.2843050571921
Copper,2019-04,INDEX,132.2616713486926
Copper,2019-05,INDEX,123.6243131427874
Copper,2019-06,INDEX,120.8370777117727
Copper,2019-07,INDEX,122.0484970776509
Copper,2019-08,INDEX,117.2876084325521
Copper,2019-09,INDEX,118.3108330285779
Copper,2019-10,INDEX,118.2707300078949
Copper,2019-11,INDEX,120.37953686648
Copper,2019-12,INDEX,124.8395757679789
Copper,2020-01,INDEX,123.8976206476515
Copper,2020-02,INDEX,116.8420264024472
Copper,2020-03,INDEX,106.4655098649137
Copper,2020-04,INDEX,103.9046543829878
Copper,2020-05,INDEX,107.6404421315479
Copper,2020-06,INDEX,118.215215864868
Copper,2020-07,INDEX,130.9078706290362
Copper,2020-08,INDEX,133.7002874689965
Copper,2020-09,INDEX,137.7370845810326
Copper,2020-10,INDEX,137.9201484965145
Copper,2020-11,INDEX,145.2147923207177
Copper,2020-12,INDEX,159.6631442538641
Copper,2021-01,INDEX,163.7698331816981
Copper,2021-02,INDEX,174.0164028189611
Copper,2021-03,INDEX,184.6433281714898
Copper,2021-04,INDEX,191.5573948455895
Copper,2021-05,INDEX,208.8434513445217
Copper,2021-06,INDEX,197.8574967773145
Copper,2021-07,INDEX,194.1458420420708
Copper,2021-08,INDEX,192.4884142863955
Copper,2021-09,INDEX,191.5551771623492
Copper,2021-10,INDEX,201.9191897459174
Copper,2021-11,INDEX,199.8584540049912
Copper,2021-12,INDEX,196.2075030960443
Copper,2022-01,INDEX,200.9561138328248
Copper,2022-02,INDEX,204.2601583884934
Copper,2022-03,INDEX,210.1706960939674
Copper,2022-04,INDEX,209.0090797120897
Copper,2022-05,INDEX,192.999696655393
Copper,2022-06,INDEX,186.2724502563506
Copper,2022-07,INDEX,154.9911359645532
Copper,2022-08,INDEX,164.1532569120205
Copper,2022-09,INDEX,159.1243750628379
Copper,2022-10,INDEX,157.1742824845672
Copper,2022-11,INDEX,165.366289655143
Copper,2022-12,INDEX,171.965237242723
Copper,2023-01,INDEX,185.0356646540349
Copper,2023-02,INDEX,183.582072735575
Copper,2023-03,INDEX,181.9329802558163
Copper,2023-04,INDEX,180.9643203724348
Copper,2023-05,INDEX,169.337094835685
Copper,2023-06,INDEX,172.487564674716
Copper,2023-07,INDEX,174.1342986395281
Copper,2023-08,INDEX,171.4873491379925
Copper,2023-09,INDEX,170.0264627414849
Copper,2023-10,INDEX,163.1372892270635
Copper,2023-11,INDEX,168.2366534139436
Copper,2023-12,INDEX,172.7213976402261
Copper,2024-01,INDEX,171.5594809854393
Copper,2024-02,INDEX,170.606521526098
Copper,2024-03,INDEX,178.5744086279462
Copper,2024-04,INDEX,194.0384688227836
Copper,2024-05,INDEX,207.8343602030383
Copper,2024-06,INDEX,198.199882791828
Copper,2024-07,INDEX,192.8001396723343
Copper,2024-08,INDEX,184.496856333961
Copper,2024-09,INDEX,190.20796360714
Copper,2024-10,INDEX,195.8544000181637
Copper,2024-11,INDEX,186.4403939074539
Copper,2024-12,INDEX,183.0340071053349
Copper,2025-01,INDEX,184.4057021435895
Copper,2025-02,INDEX,191.6838868288119
Copper,2025-03,INDEX,200.0005849347976
Copper,2025-04,INDEX,188.4323990315361
Copper,2025-05,INDEX,195.7970776259556
Copper,2025-06,INDEX,202.0393452689861
Copper,2025-07,INDEX,200.7145913811444
Copper,2025-08,INDEX,198.6869249825958
Copper,2025-09,INDEX,205.3201269388548
Copper,2025-10,INDEX,220.6274560233216
Copper,2025-11,INDEX,222.1087883679836
Copper,2025-12,INDEX,242.2188277649874
Copper,2026-01,INDEX,266.7806174195774
Copper,2026-02,INDEX,266.0562427035652
Copper,2026-03,INDEX,257.374148213018
Copper,2005-01,USD,3168.1
Copper,2005-02,USD,3247.1
Copper,2005-03,USD,3378.904761904762
Copper,2005-04,USD,3389.809523809524
Copper,2005-05,USD,3241.9
Copper,2005-06,USD,3529.727272727273
Copper,2005-07,USD,3608.47619047619
Copper,2005-08,USD,3791.909090909091
Copper,2005-09,USD,3850.659090909091
Copper,2005-10,USD,4056.166666666667
Copper,2005-11,USD,4278.159090909091
Copper,2005-12,USD,4577.025
Copper,2006-01,USD,4743.857142857143
Copper,2006-02,USD,4974.975
Copper,2006-03,USD,5123.673913043478
Copper,2006-04,USD,6404.444444444444
Copper,2006-05,USD,8059.190476190476
Copper,2006-06,USD,7222.772727272727
Copper,2006-07,USD,7726.738095238095
Copper,2006-08,USD,7690.25
Copper,2006-09,USD,7622.642857142857
Copper,2006-10,USD,7497.409090909091
Copper,2006-11,USD,7029.295454545455
Copper,2006-12,USD,6680.973684210526
Copper,2007-01,USD,5689.340909090909
Copper,2007-02,USD,5718.15
Copper,2007-03,USD,6465.295454545455
Copper,2007-04,USD,7753.342105263158
Copper,2007-05,USD,7677.952380952381
Copper,2007-06,USD,7514.238095238095
Copper,2007-07,USD,7980.931818181818
Copper,2007-08,USD,7500.204545454545
Copper,2007-09,USD,7671.35
Copper,2007-10,USD,8020.586956521739
Copper,2007-11,USD,6957.431818181818
Copper,2007-12,USD,6630.736111111111
Copper,2008-01,USD,7078.909090909091
Copper,2008-02,USD,7941.142857142857
Copper,2008-03,USD,8434.315789473683
Copper,2008-04,USD,8714.181818181818
Copper,2008-05,USD,8356.125
Copper,2008-06,USD,8292.0
Copper,2008-07,USD,8407.021739130436
Copper,2008-08,USD,7633.8
Copper,2008-09,USD,6975.113636363636
Copper,2008-10,USD,4894.891304347826
Copper,2008-11,USD,3729.1875
Copper,2008-12,USD,3105.095238095238
Copper,2009-01,USD,3260.357142857143
Copper,2009-02,USD,3328.4125
Copper,2009-03,USD,3770.875
Copper,2009-04,USD,4436.925
Copper,2009-05,USD,4591.460526315789
Copper,2009-06,USD,5015.431818181818
Copper,2009-07,USD,5228.413043478261
Copper,2009-08,USD,6176.875
Copper,2009-09,USD,6195.75
Copper,2009-10,USD,6305.988636363636
Copper,2009-11,USD,6682.440476190476
Copper,2009-12,USD,6976.97619047619
Copper,2010-01,USD,7367.375
Copper,2010-02,USD,6867.675
Copper,2010-03,USD,7466.934782608696
Copper,2010-04,USD,7729.8375
Copper,2010-05,USD,6843.157894736842
Copper,2010-06,USD,6501.5
Copper,2010-07,USD,6750.568181818182
Copper,2010-08,USD,7302.666666666667
Copper,2010-09,USD,7729.590909090909
Copper,2010-10,USD,8289.761904761905
Copper,2010-11,USD,8458.420454545456
Copper,2010-12,USD,9152.857142857143
Copper,2011-01,USD,9533.2
Copper,2011-02,USD,9880.9375
Copper,2011-03,USD,9503.358695652174
Copper,2011-04,USD,9482.75
Copper,2011-05,USD,8931.675
Copper,2011-06,USD,9066.852272727274
Copper,2011-07,USD,9650.464285714286
Copper,2011-08,USD,8997.988636363636
Copper,2011-09,USD,8300.136363636364
Copper,2011-10,USD,7394.190476190476
Copper,2011-11,USD,7581.022727272727
Copper,2011-12,USD,7558.875
Copper,2012-01,USD,8061.916666666667
Copper,2012-02,USD,8441.488095238095
Copper,2012-03,USD,8470.784090909092
Copper,2012-04,USD,8285.526315789473
Copper,2012-05,USD,7896.909090909091
Copper,2012-06,USD,7428.289473684211
Copper,2012-07,USD,7584.261363636364
Copper,2012-08,USD,7510.431818181818
Copper,2012-09,USD,8087.7425
Copper,2012-10,USD,8062.032608695652
Copper,2012-11,USD,7711.227272727273
Copper,2012-12,USD,7966.486842105263
Copper,2013-01,USD,8053.738636363636
Copper,2013-02,USD,8060.925
Copper,2013-03,USD,7652.375
Copper,2013-04,USD,7221.161904761905
Copper,2013-05,USD,7248.714285714286
Copper,2013-06,USD,7000.2375
Copper,2013-07,USD,6906.641304347826
Copper,2013-08,USD,7186.25
Copper,2013-09,USD,7159.269047619048
Copper,2013-10,USD,7203.021739130435
Copper,2013-11,USD,7070.654761904762
Copper,2013-12,USD,7214.9
Copper,2014-01,USD,7291.465909090909
Copper,2014-02,USD,7149.2125
Copper,2014-03,USD,6650.035714285714
Copper,2014-04,USD,6673.5625
Copper,2014-05,USD,6891.125
Copper,2014-06,USD,6821.142857142857
Copper,2014-07,USD,7113.380434782609
Copper,2014-08,USD,7001.8375
Copper,2014-09,USD,6872.215909090909
Copper,2014-10,USD,6737.478260869565
Copper,2014-11,USD,6712.85
Copper,2014-12,USD,6446.452380952381
Copper,2015-01,USD,5830.535714285714
Copper,2015-02,USD,5729.275
Copper,2015-03,USD,5939.670454545455
Copper,2015-04,USD,6042.0875
Copper,2015-05,USD,6294.776315789474
Copper,2015-06,USD,5833.011363636364
Copper,2015-07,USD,5456.75
Copper,2015-08,USD,5127.3
Copper,2015-09,USD,5217.25
Copper,2015-10,USD,5216.090909090909
Copper,2015-11,USD,4799.904761904762
Copper,2015-12,USD,4638.833333333333
Copper,2016-01,USD,4471.7875
Copper,2016-02,USD,4598.619047619048
Copper,2016-03,USD,4953.797619047619
Copper,2016-04,USD,4872.738095238095
Copper,2016-05,USD,4694.5375
Copper,2016-06,USD,4641.965909090909
Copper,2016-07,USD,4864.904761904762
Copper,2016-08,USD,4751.670454545455
Copper,2016-09,USD,4722.204545454545
Copper,2016-10,USD,4731.261904761905
Copper,2016-11,USD,5450.931818181818
Copper,2016-12,USD,5660.35
Copper,2017-01,USD,5754.559523809524
Copper,2017-02,USD,5940.9125
Copper,2017-03,USD,5824.630434782609
Copper,2017-04,USD,5683.902777777778
Copper,2017-05,USD,5599.559523809524
Copper,2017-06,USD,5719.761363636364
Copper,2017-07,USD,5985.119047619048
Copper,2017-08,USD,6485.625
Copper,2017-09,USD,6577.166666666667
Copper,2017-10,USD,6807.602272727273
Copper,2017-11,USD,6826.545454545455
Copper,2017-12,USD,6833.894736842105
Copper,2018-01,USD,7065.852272727273
Copper,2018-02,USD,7006.525
Copper,2018-03,USD,6799.178571428571
Copper,2018-04,USD,6851.5125
Copper,2018-05,USD,6825.27380952381
Copper,2018-06,USD,6965.857142857143
Copper,2018-07,USD,6250.75
Copper,2018-08,USD,6051.045454545455
Copper,2018-09,USD,6050.7625
Copper,2018-10,USD,6219.586956521739
Copper,2018-11,USD,6195.920454545455
Copper,2018-12,USD,6075.315789473684
Copper,2019-01,USD,5939.102272727273
Copper,2019-02,USD,6300.4875
Copper,2019-03,USD,6439.464285714286
Copper,2019-04,USD,6438.3625
Copper,2019-05,USD,6017.904761904762
Copper,2019-06,USD,5882.225
Copper,2019-07,USD,5941.195652173913
Copper,2019-08,USD,5709.440476190476
Copper,2019-09,USD,5759.25
Copper,2019-10,USD,5757.297826086957
Copper,2019-11,USD,5859.952380952381
Copper,2019-12,USD,6077.0625
Copper,2020-01,USD,6031.209090909091
Copper,2020-02,USD,5687.75
Copper,2020-03,USD,5182.631818181818
Copper,2020-04,USD,5057.972
Copper,2020-05,USD,5239.826315789474
Copper,2020-06,USD,5754.595454545455
Copper,2020-07,USD,6372.460869565217
Copper,2020-08,USD,6508.392857142857
Copper,2020-09,USD,6704.9
Copper,2020-10,USD,6713.811363636364
Copper,2020-11,USD,7068.907142857143
Copper,2020-12,USD,7772.238095238095
Copper,2021-01,USD,7972.1475
Copper,2021-02,USD,8470.94
Copper,2021-03,USD,8988.247826086958
Copper,2021-04,USD,9324.8175
Copper,2021-05,USD,10166.285
Copper,2021-06,USD,9631.5
Copper,2021-07,USD,9450.820454545456
Copper,2021-08,USD,9370.138571428572
Copper,2021-09,USD,9324.709545454543
Copper,2021-10,USD,9829.219047619048
Copper,2021-11,USD,9728.904545454545
Copper,2021-12,USD,9551.18
Copper,2022-01,USD,9782.3375
Copper,2022-02,USD,9943.175
Copper,2022-03,USD,10230.89391304348
Copper,2022-04,USD,10174.34761904762
Copper,2022-05,USD,9395.027272727271
Copper,2022-06,USD,9067.55181818182
Copper,2022-07,USD,7544.809523809524
Copper,2022-08,USD,7990.812173913043
Copper,2022-09,USD,7746.011363636364
Copper,2022-10,USD,7651.082857142857
Copper,2022-11,USD,8049.861363636364
Copper,2022-12,USD,8371.091363636364
Copper,2023-01,USD,9007.346363636363
Copper,2023-02,USD,8936.587
Copper,2023-03,USD,8856.310869565217
Copper,2023-04,USD,8809.1575
Copper,2023-05,USD,8243.156086956522
Copper,2023-06,USD,8396.517727272727
Copper,2023-07,USD,8476.679047619047
Copper,2023-08,USD,8347.828260869564
Copper,2023-09,USD,8276.71380952381
Copper,2023-10,USD,7941.355909090909
Copper,2023-11,USD,8189.587727272727
Copper,2023-12,USD,8407.900476190476
Copper,2024-01,USD,8351.339565217391
Copper,2024-02,USD,8304.950476190475
Copper,2024-03,USD,8692.819047619048
Copper,2024-04,USD,9445.593636363636
Copper,2024-05,USD,10117.16347826087
Copper,2024-06,USD,9648.167
Copper,2024-07,USD,9385.313043478262
Copper,2024-08,USD,8981.117727272727
Copper,2024-09,USD,9259.128571428571
Copper,2024-10,USD,9533.991304347826
Copper,2024-11,USD,9075.727142857142
Copper,2024-12,USD,8909.907727272726
Copper,2025-01,USD,8976.68043478261
Copper,2025-02,USD,9330.975
Copper,2025-03,USD,9735.823333333334
Copper,2025-04,USD,9172.69590909091
Copper,2025-05,USD,9531.200909090909
Copper,2025-06,USD,9835.068095238095
Copper,2025-07,USD,9770.580434782609
Copper,2025-08,USD,9671.875714285714
Copper,2025-09,USD,9994.773181818182
Copper,2025-10,USD,10739.91826086957
Copper,2025-11,USD,10812.028
Copper,2025-12,USD,11790.96409090909
Copper,2026-01,USD,12986.60681818182
Copper,2026-02,USD,12951.345
Copper,2026-03,USD,12528.70954545455
Lithium,2012-06,INDEX,65.10303858046001
Lithium,2012-07,INDEX,65.02694720936105
Lithium,2012-08,INDEX,65.14371132776309
Lithium,2012-09,INDEX,65.53917132515257
Lithium,2012-10,INDEX,66.1337352578874
Lithium,2012-11,INDEX,66.46094086988606
Lithium,2012-12,INDEX,66.45706930495061
Lithium,2013-01,INDEX,66.58465608840721
Lithium,2013-02,INDEX,66.46703218116622
Lithium,2013-03,INDEX,66.65002271086155
Lithium,2013-04,INDEX,66.96627278166717
Lithium,2013-05,INDEX,67.46293952071706
Lithium,2013-06,INDEX,67.53502563305626
Lithium,2013-07,INDEX,67.5378615791405
Lithium,2013-08,INDEX,67.67457043868917
Lithium,2013-09,INDEX,67.69018720789401
Lithium,2013-10,INDEX,67.87170709126826
Lithium,2013-11,INDEX,67.99188645238442
Lithium,2013-12,INDEX,68.20315446024892
Lithium,2014-01,INDEX,68.46109408335286
Lithium,2014-02,INDEX,68.12886763692325
Lithium,2014-03,INDEX,67.11460154178496
Lithium,2014-04,INDEX,64.20309398749791
Lithium,2014-05,INDEX,63.94717107564163
Lithium,2014-06,INDEX,64.02237691432966
Lithium,2014-07,INDEX,64.35322072587846
Lithium,2014-08,INDEX,64.82083311810308
Lithium,2014-09,INDEX,64.98439307721138
Lithium,2014-10,INDEX,65.12655936592935
Lithium,2014-11,INDEX,65.1204696651911
Lithium,2014-12,INDEX,64.43574492439706
Lithium,2015-01,INDEX,64.16000818582027
Lithium,2015-02,INDEX,63.80734809558734
Lithium,2015-03,INDEX,63.93856255135714
Lithium,2015-04,INDEX,64.32134567741757
Lithium,2015-05,INDEX,64.30792065080848
Lithium,2015-06,INDEX,67.28274165103294
Lithium,2015-07,INDEX,67.55165773859504
Lithium,2015-08,INDEX,66.17467164354841
Lithium,2015-09,INDEX,65.85462831665977
Lithium,2015-10,INDEX,68.46380644849862
Lithium,2015-11,INDEX,70.64303639381178
Lithium,2015-12,INDEX,74.55422303337072
Lithium,2016-01,INDEX,73.9591424987435
Lithium,2016-02,INDEX,74.2096555600751
Lithium,2016-03,INDEX,79.79558042967913
Lithium,2016-04,INDEX,83.65144331231517
Lithium,2016-05,INDEX,105.3676205088421
Lithium,2016-06,INDEX,108.6110941746148
Lithium,2016-07,INDEX,107.225900089425
Lithium,2016-08,INDEX,107.6902765221025
Lithium,2016-09,INDEX,107.3116092622733
Lithium,2016-10,INDEX,114.3496302336337
Lithium,2016-11,INDEX,119.6287003979902
Lithium,2016-12,INDEX,118.1993470103051
Lithium,2017-01,INDEX,118.6773425903326
Lithium,2017-02,INDEX,119.0543149096597
Lithium,2017-03,INDEX,118.6574810064496
Lithium,2017-04,INDEX,118.7525949144989
Lithium,2017-05,INDEX,118.8212025203514
Lithium,2017-06,INDEX,120.2173414009973
Lithium,2017-07,INDEX,120.8263462279281
Lithium,2017-08,INDEX,122.6688158916131
Lithium,2017-09,INDEX,124.6067586838975
Lithium,2017-10,INDEX,126.4807099785721
Lithium,2017-11,INDEX,135.174903968478
Lithium,2017-12,INDEX,141.2088050734928
Lithium,2018-01,INDEX,144.7231364569914
Lithium,2018-02,INDEX,147.2782261248773
Lithium,2018-03,INDEX,147.2818149266572
Lithium,2018-04,INDEX,147.7761882277826
Lithium,2018-05,INDEX,147.24327312425
Lithium,2018-06,INDEX,148.0008723859529
Lithium,2018-07,INDEX,139.5250979072048
Lithium,2018-08,INDEX,134.1950936783585
Lithium,2018-09,INDEX,131.3434867853118
Lithium,2018-10,INDEX,127.8606932885824
Lithium,2018-11,INDEX,123.0903683448513
Lithium,2018-12,INDEX,122.2818946186456
Lithium,2019-01,INDEX,120.1034509007
Lithium,2019-02,INDEX,119.842464605168
Lithium,2019-03,INDEX,118.8073684286493
Lithium,2019-04,INDEX,115.1910006249074
Lithium,2019-05,INDEX,110.8125666786189
Lithium,2019-06,INDEX,107.5594907585601
